T,node_id,D1,D2,Sigma_a1,Sigma_a2,nu_Sigma_f1,nu_Sigma_f2,kappa_Sigma_f1,kappa_Sigma_f2,Sigma_s12,inv_v1,inv_v2,beta_1,lambda_1,beta_2,lambda_2,beta_3,lambda_3,beta_4,lambda_4,beta_5,lambda_5,beta_6,lambda_6,beta_7,lambda_7,beta_8,lambda_8
1200.0,11,1.0399966809055232,0.31473998501826983,0.007579782331342951,0.07153042376139776,0.0049923034104229205,0.07206592339384385,377204.29556114756,5733195.887616712,0.02126690960326526,6.120217398413055e-08,2.4900127494090973e-06,0.00021714069898071892,0.012466699999999997,0.0010341257350442719,0.028291699999999982,0.0006143065395526491,0.0425244,0.0013321079539341427,0.13304200000000002,0.002239875551425938,0.2924671999999998,0.0006618919845256589,0.6664877000000002,0.000579991148277122,1.634781000000001,0.00018441373737150177,3.5545999999999998
1200.0,12,1.0741675243665956,0.33170537083077395,0.00891878280052688,0.07365301723263167,0.004566473488676355,0.08559148845093753,338680.14119678084,6809658.922985245,0.01998413923894694,5.8184330677416994e-08,2.4678858566552656e-06,0.00021689949328018883,0.0124667,0.0010363372301933874,0.02829169999999999,0.0006134275595007977,0.04252439999999999,0.0013339501010634727,0.13304199999999994,0.002248643491793144,0.2924672000000001,0.0006667533459352059,0.6664876999999998,0.0005823586135354965,1.6347810000000005,0.00018705795833787544,3.5545999999999998
1200.0,13,1.1293646530747499,0.31539132998359126,0.007717028208243523,0.0648450209201027,0.004462190561999081,0.06439322699479799,337626.9102794845,5122644.053815124,0.0199006076227888,6.093704627807437e-08,2.5588489185978246e-06,0.00021695134942019976,0.012466699999999997,0.0010392148833418833,0.028291700000000017,0.0006149008495158737,0.042524400000000045,0.0013386932693027816,0.1330419999999999,0.0022570947192281426,0.2924672000000002,0.0006767091643145299,0.6664876999999997,0.0005888079936883987,1.6347810000000014,0.00019184144980954296,3.554599999999999
1200.0,14,1.0608805974144795,0.31790774400231875,0.007548382424122105,0.06772155325704458,0.004295328700131937,0.06040640582272694,326820.3762547268,4805775.637453834,0.02023166303058002,6.53144457024501e-08,2.5380798738396566e-06,0.00021708799479815832,0.012466700000000002,0.0010396919248747603,0.0282917,0.0006154734498234369,0.0425244,0.0013395577002533918,0.133042,0.002257715566548719,0.29246719999999987,0.0006774281147216449,0.6664876999999999,0.0005894437683585856,1.6347809999999996,0.0001920492901910016,3.5545999999999975
1200.0,15,0.9463255289062543,0.3083634097911646,0.007927299445596322,0.06976456386496305,0.0051677412545789204,0.0726459733062075,390928.4691486938,5779728.857914118,0.019367873055881297,5.8959988002758425e-08,2.503963205851347e-06,0.00021694215042767888,0.012466699999999997,0.001037759463957438,0.0282917,0.0006143790069241569,0.04252439999999999,0.0013364827775696401,0.13304200000000002,0.002252376014028544,0.2924672000000001,0.0006720993517728666,0.6664877,0.000585872907255523,1.634781,0.00018951418683475077,3.554599999999999
1200.0,16,1.056744188838323,0.3101260210495758,0.007282686681325033,0.07186939666949464,0.004754138684396776,0.08563189264958054,365369.8378397191,6812577.500466999,0.021358799673187413,6.919948302077477e-08,2.6596330126736853e-06,0.00021770544549184884,0.012466699999999995,0.0010319367757095437,0.028291700000000006,0.0006140216165806655,0.042524399999999976,0.0013278260385334204,0.13304200000000005,0.0022293100746989393,0.2924672000000001,0.000646866816653935,0.6664877,0.0005707611478182644,1.6347810000000003,0.00017628987484129171,3.554599999999999
1200.0,17,1.1478980140728923,0.28191422507885505,0.007340744266555332,0.05839895042485528,0.004564020021546654,0.059717984988605366,346076.0584336123,4750371.66287485,0.018337540501300688,5.3091386315046744e-08,2.5219072306550365e-06,0.0002169647435546706,0.012466700000000006,0.0010381480857904546,0.028291700000000017,0.000615041171269389,0.04252439999999999,0.0013377619367987879,0.133042,0.002253751181803152,0.2924672000000001,0.0006751590012347766,0.6664876999999999,0.0005880626974494119,1.634781000000001,0.00019114443290626078,3.5545999999999993
1200.0,18,1.0769787002259206,0.3303757104845438,0.008746871049898975,0.07603131090273371,0.005325582978955139,0.08984577902082712,404979.1909752542,7147571.5984541215,0.018616333810367664,5.952470387413438e-08,2.4967934068390903e-06,0.00021743840031963356,0.012466700000000006,0.0010341655208012622,0.028291700000000017,0.00061463230166442,0.042524399999999914,0.0013317316527233297,0.13304199999999997,0.002238127183476834,0.29246720000000026,0.0006580318400259464,0.6664876999999998,0.0005777167873333515,1.634781,0.0001821568405443326,3.554599999999996
1200.0,19,1.0831945158103138,0.3344473767971878,0.008779058722033274,0.07332356371385274,0.0051502007190334445,0.08907147889783987,390365.9526009977,7086031.281325904,0.018666713099818773,5.8321026405380696e-08,2.500434342266061e-06,0.00021731170394147142,0.012466699999999995,0.0010348633343606859,0.028291700000000013,0.0006143195177864972,0.04252440000000004,0.001332373790001038,0.13304199999999983,0.002241013856183554,0.29246719999999976,0.0006602123102537138,0.6664877000000007,0.0005788309992082066,1.6347810000000016,0.00018330539759584913,3.5546000000000015
1200.0,20,1.0727035933995113,0.32410068540619275,0.008495829096485082,0.07612671151106999,0.005424632241299629,0.08964404013484485,413311.51064977923,7131612.82867015,0.01797210052520855,5.966582450391619e-08,2.509513581849125e-06,0.0002175024113303571,0.012466699999999985,0.0010333049224397646,0.02829170000000001,0.0006145609864098832,0.042524400000000025,0.0013305548271374983,0.133042,0.002234957264706528,0.29246719999999976,0.0006550529603326942,0.6664877000000011,0.0005759365036490455,1.634781000000001,0.00018060988382507487,3.554600000000003
1200.0,21,1.0432362126177226,0.3347016623813204,0.008720185441474095,0.07164298078185787,0.005078246006465161,0.08605585507646983,384485.2350993014,6846119.621401279,0.018260576507397416,6.002914551781256e-08,2.5030055158613493e-06,0.00021726465641161075,0.012466699999999994,0.0010352237271917149,0.028291700000000034,0.0006143552462380497,0.04252440000000002,0.001332935502878222,0.13304200000000013,0.0022424842992817898,0.2924671999999999,0.0006618451050439248,0.6664877000000002,0.0005798220486798802,1.6347809999999992,0.0001841752427395772,3.5546000000000055
1200.0,22,1.0779951903737905,0.3427792486947335,0.008925434283103008,0.06972412971746927,0.004880508837173266,0.08364185809940144,367809.72398414067,6654200.998388634,0.018779896399440804,6.168495516300185e-08,2.517171208800563e-06,0.00021713749535438572,0.012466699999999989,0.0010356044680623565,0.028291700000000017,0.0006139688883409492,0.04252439999999999,0.0013332099403534502,0.1330420000000001,0.0022446802893896006,0.29246720000000015,0.000663323349914459,0.666487700000001,0.0005805425576820804,1.6347810000000003,0.00018508562740846788,3.5546000000000033
1200.0,23,1.069634611987467,0.33601422674504255,0.009250067658200621,0.07398787515227971,0.005074513794159278,0.09017636903183515,385768.13974078954,7174198.731997494,0.018953456397687134,5.835933939725395e-08,2.528133183313808e-06,0.0002174087430103497,0.012466699999999985,0.0010343124542829566,0.02829169999999998,0.0006142105176766332,0.042524399999999976,0.0013313689847234123,0.13304200000000008,0.0022386031022868865,0.2924672000000001,0.0006570580414789959,0.6664877,0.0005768793441082373,1.6347809999999998,0.00018161201412629084,3.5545999999999958
1200.0,24,1.1005262040313883,0.3261742089496042,0.008532900705396354,0.07289282141267472,0.005380876351049471,0.08492610495632376,407716.8000207623,6756184.390401797,0.020034232911402165,6.009993196948531e-08,2.5045070179611243e-06,0.00021723300913305399,0.012466699999999999,0.0010357622646338677,0.02829170000000002,0.0006146650702567142,0.04252439999999998,0.0013339917599872338,0.13304199999999988,0.002244347913637797,0.2924672000000001,0.0006645829377374377,0.6664876999999997,0.0005815928161656974,1.634781,0.00018556413867166377,3.554600000000001
1200.0,25,1.0875472500459231,0.34508629358358256,0.009187897835280737,0.07354380347870423,0.005265307931963177,0.0882231372541566,400618.330918224,7018583.847198939,0.01866625834853062,5.909404694093697e-08,2.5025928074750417e-06,0.00021736101229314608,0.012466699999999997,0.001035201339895484,0.02829170000000003,0.0006145533527696731,0.042524400000000004,0.0013328754426614445,0.1330419999999998,0.002241663978044387,0.29246720000000054,0.0006608289853860216,0.6664877000000001,0.000579262367991731,1.6347809999999994,0.00018352116417488435,3.5546
1200.0,26,1.086381303152147,0.326653623915168,0.0090717277814488,0.07748055125650732,0.005219225746505182,0.08941278795525394,397090.25690837885,7113016.112618778,0.018138848639414038,5.798843042125379e-08,2.5388796451024577e-06,0.00021740730788803218,0.012466699999999987,0.001034284073812684,0.0282917,0.0006143727825300885,0.04252440000000001,0.001331560047667211,0.1330420000000001,0.0022385129754795736,0.2924672000000002,0.0006576721030997668,0.6664877000000005,0.000577338328070947,1.6347810000000018,0.00018192864403644444,3.5546
